% Model:              Untitled.mph
% Version:            COMSOL 5.6.0.341
% Date:               May 4 2023, 15:01
% Dimension:          1
% Nodes:              518
% Expressions:        1
% Description:        Line graph
% X                       Height
0                         4.868439363851201E-16
2.707930367504816E-4      1.752875761763228E-12
5.415860735009632E-4      2.8222280923786913E-12
8.123791102514447E-4      3.3715009073953186E-12
0.0010831721470019263     3.5529362944520252E-12
0.001353965183752408      3.5081640636286974E-12
0.0016247582205028894     3.365630480454475E-12
0.0018955512572533713     3.2311266406974698E-12
0.0021663442940038527     3.170370308827934E-12
0.0024371373307543348     3.1956518035887197E-12
0.002707930367504816      3.2751314369990937E-12
0.0029787234042552976     3.3614490963872566E-12
0.0032495164410057814     3.4176333788005813E-12
0.0035203094777562648     3.4718445986254578E-12
0.003791102514506748      3.5267596373549413E-12
0.004061895551257232      3.5839535068904855E-12
0.004332688588007715      3.644087676951899E-12
0.0046034816247582        3.70712605503397E-12
0.0048742746615086825     3.7725507933288055E-12
0.005145067698259166      3.83955316018086E-12
0.00541586073500965       3.9071818563546246E-12
0.005686653771760134      3.974439730930577E-12
0.005957446808510617      4.040327758721303E-12
0.006228239845261101      4.107303904004703E-12
0.006499032882011584      4.173730307058321E-12
0.006769825918762068      4.239760964552142E-12
0.007040618955512551      4.3053727450600695E-12
0.007311411992263035      4.370461887164687E-12
0.007582205029013519      4.434906133783788E-12
0.007852998065764002      4.498589360990346E-12
0.008123791102514486      4.561389199509563E-12
0.008394584139264971      4.6231312770706324E-12
0.008665377176015454      4.683516390746153E-12
0.008936170212765937      4.742029185439935E-12
0.00920696324951642       4.79862064308959E-12
0.009477756286266903      4.852945861404874E-12
0.009748549323017388      4.905231100154817E-12
0.010019342359767872      4.9555133818372396E-12
0.010290135396518355      5.003735845815122E-12
0.010560928433268838      5.0498123443886366E-12
0.010831721470019323      5.093657604948957E-12
0.011102514506769808      5.135182232336329E-12
0.01137330754352029       5.174254505342214E-12
0.011644100580270773      5.2106333681903846E-12
0.011914893617021258      5.243879260050625E-12
0.012185686653771741      5.273933947759375E-12
0.012456479690522226      5.300660659108553E-12
0.01272727272727271       5.324390107992152E-12
0.012998065764023193      5.345255094675547E-12
0.013268858800773678      5.3632844628126E-12
0.013539651837524161      5.378469935265968E-12
0.013810444874274646      5.390801107097722E-12
0.014081237911025129      5.400266424503846E-12
0.014352030947775613      5.4068204481573555E-12
0.014622823984526098      5.410320107964717E-12
0.01489361702127658       5.410435025258735E-12
0.015164410058027064      5.407174748872427E-12
0.015435203094777545      5.400511458000176E-12
0.01570599613152803       5.390845218249842E-12
0.015976789168278514      5.3783535898919996E-12
0.016247582205028997      5.363086224163949E-12
0.01651837524177948       5.345036804036819E-12
0.016789168278529963      5.324186285764764E-12
0.017059961315280446      5.300513707766629E-12
0.017330754352030932      5.273973193208042E-12
0.017601547388781415      5.244438179132304E-12
0.0178723404255319        5.211616382130509E-12
0.01814313346228238       5.175528192945268E-12
0.018413926499032868      5.13618339970284E-12
0.01868471953578335       5.09400352476495E-12
0.018955512572533834      5.049184634645928E-12
0.019226305609284317      5.001791576504733E-12
0.019497098646034806      4.9518337813287864E-12
0.01976789168278529       4.899315313671043E-12
0.020038684719535772      4.844253899799053E-12
0.020309477756286255      4.786665875919221E-12
0.02058027079303674       4.726516374039464E-12
0.020851063829787225      4.6636366655267825E-12
0.021121856866537708      4.5981420236363855E-12
0.021392649903288194      4.530162502622729E-12
0.021663442940038677      4.46021328270916E-12
0.02193423597678916       4.388580677642127E-12
0.022205029013539643      4.315411923605851E-12
0.022475822050290126      4.240791341989105E-12
0.022746615087040612      4.164794107767789E-12
0.023017408123791095      4.087510629447969E-12
0.02328820116054158       4.00903665884465E-12
0.023558994197292064      3.929426729389661E-12
0.023829787234042547      3.848611472652889E-12
0.024100580270793034      3.766764652201131E-12
0.024371373307543513      3.684091851111709E-12
0.024642166344293996      3.601146999048661E-12
0.024912959381044486      3.5182579027574175E-12
0.025183752417794966      3.4356161509991256E-12
0.025454545454545452      3.353357342072169E-12
0.025725338491295935      3.271620729664548E-12
0.02599613152804642       3.190578994084316E-12
0.0262669245647969        3.1104310789754275E-12
0.026537717601547384      3.0313539933541897E-12
0.02680851063829787       2.9534133906635676E-12
0.027079303675048353      2.876926239755293E-12
0.027350096711798836      2.802273842959845E-12
0.027620889748549322      2.7301810629240555E-12
0.027891682785299805      2.6611698035435213E-12
0.02816247582205029       2.5956476158958357E-12
0.028433268858800775      2.533985598039838E-12
0.02870406189555126       2.476570844635311E-12
0.028974854932301744      2.4238209258355063E-12
0.029245647969052227      2.3761518544021942E-12
0.02951644100580271       2.333897042129306E-12
0.029787234042553193      2.297182961187152E-12
0.030058027079303676      2.266361018518014E-12
0.03032882011605416       2.2417399985986527E-12
0.03059961315280465       2.223862866244931E-12
0.03087040618955513       2.212973127517081E-12
0.031141199226305614      2.2091136367834295E-12
0.0314119922630561        2.212209100757038E-12
0.03168278529980658       2.222115480291568E-12
0.03195357833655707       2.2386269137343897E-12
0.03222437137330755       2.2614395819056057E-12
0.032495164410058036      2.2900805158090966E-12
0.03276595744680852       2.3238163029938582E-12
0.033036750483559         2.362236299635339E-12
0.033307543520309485      2.4048672937452626E-12
0.03357833655705997       2.451535957248784E-12
0.03384912959381045       2.50189821084407E-12
0.034119922630560934      2.5555513476185296E-12
0.034390715667311424      2.6121063862752616E-12
0.0346615087040619        2.6712153233596735E-12
0.03493230174081239       2.7325549549669956E-12
0.03520309477756287       2.795774194426379E-12
0.035473887814313355      2.8604154998279814E-12
0.03574468085106384       2.9258233865091367E-12
0.03601547388781432       2.991750356245032E-12
0.036286266924564804      3.0578707566186822E-12
0.036557059961315294      3.1241943881803128E-12
0.03682785299806578       3.1905968637196148E-12
0.03709864603481626       3.2569067288647177E-12
0.03736943907156674       3.322957147447409E-12
0.037640232108317226      3.3886005495733277E-12
0.03791102514506771       3.453688380206235E-12
0.0381818181818182        3.518021070103624E-12
0.038452611218568675      3.5812757337736954E-12
0.038723404255319165      3.642920963513165E-12
0.03899419729206964       3.702833486093822E-12
0.03926499032882013       3.760784220033132E-12
0.03953578336557061       3.816903026162116E-12
0.0398065764023211        3.871182304671474E-12
0.04007736943907158       3.923559627078825E-12
0.04034816247582207       3.973969136822588E-12
0.04061895551257255       4.022359576164383E-12
0.040889748549323035      4.068679609463359E-12
0.04116054158607352       4.112833586218123E-12
0.041431334622824         4.154613103834946E-12
0.041702127659574484      4.1936117234922595E-12
0.04197292069632497       4.2298337112507215E-12
0.04224371373307545       4.263177375889126E-12
0.04251450676982594       4.293923858578472E-12
0.042785299806576416      4.322196468585282E-12
0.0430560928433269        4.348042048000928E-12
0.04332688588007739       4.371485022846103E-12
0.04359767891682788       4.392550683674673E-12
0.043868471953578354      4.4112567371627935E-12
0.044139264990328844      4.427574559440717E-12
0.04441005802707933       4.441363892351395E-12
0.04468085106382981       4.452286959852293E-12
0.04495164410058029       4.460393336755235E-12
0.045222437137330776      4.4656284210863526E-12
0.04549323017408126       4.468323254126497E-12
0.04576402321083174       4.468624444984318E-12
0.046034816247582225      4.466579783840274E-12
0.04630560928433271       4.462199956377273E-12
0.04657640232108319       4.455491429380747E-12
0.04684719535783368       4.446457953094692E-12
0.047117988394584163      4.435070513733204E-12
0.047388781431334646      4.42120798064613E-12
0.04765957446808513       4.4045731422683774E-12
0.04793036750483561       4.385243467986138E-12
0.048201160541586095      4.3632219581065384E-12
0.048471953578336585      4.33890691500925E-12
0.04874274661508707       4.3125065021225925E-12
0.04901353965183755       4.284125700297808E-12
0.049284332688588034      4.2538322902843586E-12
0.04955512572533852       4.2216955009283155E-12
0.049825918762089         4.187793216608733E-12
0.05009671179883949       4.152186051584903E-12
0.05036750483558997       4.114859195022098E-12
0.050638297872340456      4.075635747440979E-12
0.05090909090909094       4.034685248728882E-12
0.05117988394584142       3.9921201575059135E-12
0.051450676982591904      3.948430059867016E-12
0.05172147001934239       3.903896532404038E-12
0.05199226305609287       3.8586806527339945E-12
0.05226305609284336       3.812892649801643E-12
0.05253384912959384       3.766635652272784E-12
0.052804642166344326      3.720017794837677E-12
0.05307543520309481       3.673129613347131E-12
0.05334622823984529       3.6259867080784095E-12
0.053617021276595775      3.5784411105919598E-12
0.05388781431334626       3.5306696219572728E-12
0.05415860735009674       3.482804945404257E-12
0.054429400386847224      3.435343817951755E-12
0.054700193423597714      3.3885752551310734E-12
0.05497098646034819       3.3426720697898663E-12
0.055241779497098686      3.297765194122693E-12
0.05551257253384916       3.253990892465875E-12
0.05578336557059965       3.211503658852742E-12
0.056054158607350135      3.170450915178221E-12
0.05632495164410062       3.1309095634972767E-12
0.0565957446808511        3.0927890060684183E-12
0.056866537717601584      3.0563320643897637E-12
0.05713733075435207       3.0217328299954426E-12
0.05740812379110255       2.989536578250262E-12
0.05767891682785303       2.9600734596837306E-12
0.057949709864603516      2.933549601387618E-12
0.058220502901354         2.9101185325832127E-12
0.05849129593810449       2.889921765545668E-12
0.058762088974854965      2.8730913521972847E-12
0.059032882011605455      2.859712086188148E-12
0.05930367504835593       2.8497464810598367E-12
0.05957446808510642       2.842931372452054E-12
0.059845261121856896      2.839333266255647E-12
0.060116054158607386      2.838906823277535E-12
0.06038684719535787       2.841927422789501E-12
0.06065764023210836       2.8484438045653286E-12
0.06092843326885883       2.8583802953772332E-12
0.061199226305609325      2.8716127829851013E-12
0.0614700193423598        2.88800858245526E-12
0.06174081237911029       2.9074259482449416E-12
0.062011605415860774      2.929674574922972E-12
0.06228239845261126       2.9544435988334497E-12
0.06255319148936174       2.9812080517946924E-12
0.06282398452611222       3.0098417792653143E-12
0.0630947775628627        3.0401021620682707E-12
0.06336557059961319       3.0721104077088057E-12
0.06363636363636367       3.1058140174216725E-12
0.06390715667311415       3.141083407207511E-12
0.06417794970986465       3.1777763401841467E-12
0.06444874274661513       3.2157645718669256E-12
0.06471953578336562       3.254921936131989E-12
0.0649903288201161        3.2950773779841436E-12
0.06526112185686658       3.335940117484667E-12
0.06553191489361707       3.377007162435096E-12
0.06580270793036755       3.4181953531001266E-12
0.06607350096711803       3.4592775157968604E-12
0.06634429400386851       3.500400593745342E-12
0.066615087040619         3.5415436594176936E-12
0.06688588007736948       3.582608473838462E-12
0.06715667311411996       3.6234788458775148E-12
0.06742746615087046       3.664044826142734E-12
0.06769825918762094       3.704191505041087E-12
0.06796905222437143       3.743755494717194E-12
0.06823984526112191       3.78245507963476E-12
0.06851063829787239       3.819802523543817E-12
0.06878143133462288       3.855743251629498E-12
0.06905222437137336       3.890078092821872E-12
0.06932301740812384       3.923009661820113E-12
0.06959381044487432       3.954581055218128E-12
0.0698646034816248        3.984763383813731E-12
0.0701353965183753        4.013514053499311E-12
0.07040618955512579       4.040801846486086E-12
0.07067698259187627       4.0665979133398E-12
0.07094777562862675       4.09083462838634E-12
0.07121856866537724       4.113336922080617E-12
0.07148936170212772       4.1337331933722745E-12
0.07176015473887819       4.152081427744303E-12
0.07203094777562868       4.168296729679693E-12
0.07230174081237917       4.182703829069945E-12
0.07257253384912965       4.1954494315546276E-12
0.07284332688588013       4.206588210926214E-12
0.07311411992263062       4.216142614126397E-12
0.0733849129593811        4.224131659441104E-12
0.07365570599613158       4.230566692869676E-12
0.07392649903288206       4.235414812931214E-12
0.07419729206963255       4.2385333808400216E-12
0.07446808510638303       4.239581687987848E-12
0.07473887814313351       4.238627245536887E-12
0.075009671179884         4.235600776752823E-12
0.07528046421663448       4.230842456938675E-12
0.07555125725338496       4.224500723902913E-12
0.07582205029013545       4.216621950601088E-12
0.07609284332688593       4.20721624439978E-12
0.07636363636363643       4.196293441538537E-12
0.07663442940038691       4.1838660482103254E-12
0.07690522243713739       4.169918622227914E-12
0.07717601547388787       4.15434589003828E-12
0.07744680851063836       4.136864759479506E-12
0.07771760154738884       4.117595256473286E-12
0.07798839458413932       4.096547955999172E-12
0.0782591876208898        4.074149588865E-12
0.0785299806576403        4.050632742537133E-12
0.07880077369439077       4.0261250244911614E-12
0.07907156673114127       4.000716324714301E-12
0.07934235976789175       3.9744970905189116E-12
0.07961315280464223       3.947563175038009E-12
0.07988394584139272       3.919985694504037E-12
0.0801547388781432        3.891747428574868E-12
0.08042553191489368       3.862650624968824E-12
0.08069632495164417       3.832874104222446E-12
0.08096711798839464       3.802489266559378E-12
0.08123791102514513       3.771961624850083E-12
0.08150870406189561       3.7415436434467076E-12
0.0817794970986461        3.711366358468631E-12
0.08205029013539658       3.681510664799491E-12
0.08232108317214706       3.652049829062299E-12
0.08259187620889755       3.623057714101939E-12
0.08286266924564803       3.5945805035617025E-12
0.08313346228239851       3.5665733438192747E-12
0.083404255319149         3.5388072277275618E-12
0.08367504835589948       3.5114272123755983E-12
0.08394584139264996       3.4844795886476996E-12
0.08421663442940044       3.4584037431374362E-12
0.08448742746615093       3.433433111156256E-12
0.08475822050290141       3.409689836456137E-12
0.0850290135396519        3.3872577189219723E-12
0.08529980657640238       3.3662241135613916E-12
0.08557059961315287       3.3466849388524763E-12
0.08584139264990336       3.3287108953414185E-12
0.08611218568665384       3.3122772922657172E-12
0.08638297872340432       3.2971644177067617E-12
0.0866537717601548        3.2835321268857463E-12
0.08692456479690529       3.271423083517822E-12
0.08719535783365577       3.2612568616614497E-12
0.08746615087040627       3.2532356817445402E-12
0.08773694390715674       3.2474395285560816E-12
0.08800773694390723       3.2438972698178645E-12
0.08827852998065772       3.24262456881106E-12
0.0885493230174082        3.243623707700525E-12
0.08882011605415868       3.2468450687634722E-12
0.08909090909090916       3.252114717211214E-12
0.08936170212765965       3.2590370385552152E-12
0.08963249516441013       3.267605999111234E-12
